# dataset=strongs/surfaces; lang=por; source=clear-alignments (github.com/Clear-Bible/Alignments); base_text=JFA11; license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	surface	count	share	methods	review
G0000	Ἀρνί	arão	1	0.333	transfer	machine
G3588	ὁ	as	329	0.584	transfer	machine
G0846	αὐτός	as	36	0.064	transfer	machine
G2041	ἔργον	as	28	0.050	transfer	machine
G5216	σύ	as	13	0.023	transfer	machine
G2532	καί	as	10	0.018	transfer	machine
G5495	χείρ	as	7	0.012	transfer	machine
G3956	πᾶς	as	7	0.012	transfer	machine
G0848	ἑαυτοῦ	as	6	0.011	transfer	machine
G2257	ἐγώ	as	5	0.009	transfer	machine
G3056	λόγος	as	5	0.009	transfer	machine
G2985	λαμπάς	as	4	0.007	transfer	machine
G3739	ὅς	as	4	0.007	transfer	machine
G1722	ἐν	as	4	0.007	transfer	machine
G3900	παράπτωμα	as	3	0.005	transfer	machine
G4487	ῥῆμα	as	3	0.005	transfer	machine
G4152	πνευματικός	as	3	0.005	transfer	machine
G1438	ἑαυτοῦ	as	3	0.005	transfer	machine
G3427	ἐγώ	as	2	0.004	transfer	machine
G1909	ἐπί	as	2	0.004	transfer	machine
G2596	κατά	as	2	0.004	transfer	machine
G3450	ἐγώ	as	2	0.004	transfer	machine
G2036	λέγω	as	2	0.004	transfer	machine
G1699	ἐμός	as	2	0.004	transfer	machine
G5503	χήρα	as	2	0.004	transfer	machine
G0536	ἀπαρχή	as	2	0.004	transfer	machine
G5590	ψυχή	as	2	0.004	transfer	machine
G4127	πληγή	as	2	0.004	transfer	machine
G5147	τρίβος	as	1	0.002	transfer	machine
G4234	πρᾶξις	as	1	0.002	transfer	machine
G1320	διδάσκαλος	as	1	0.002	transfer	machine
G1062	γάμος	as	1	0.002	transfer	machine
G4166	ποιμήν	as	1	0.002	transfer	machine
G2443	ἵνα	as	1	0.002	transfer	machine
G4632	σκεῦος	as	1	0.002	transfer	machine
G5620	ὥστε	as	1	0.002	transfer	machine
G0740	ἄρτος	as	1	0.002	transfer	machine
G0756	ἄρχω	as	1	0.002	transfer	machine
G3650	ὅλος	as	1	0.002	transfer	machine
G5087	τίθημι	as	1	0.002	transfer	machine
G0063	ἀγραυλέω	as	1	0.002	transfer	machine
G0058	ἀγορά	as	1	0.002	transfer	machine
G4052	περισσεύω	as	1	0.002	transfer	machine
G3721	ὀρθρινός	as	1	0.002	transfer	machine
G1325	δίδωμι	as	1	0.002	transfer	machine
G5048	τελειόω	as	1	0.002	transfer	machine
G2075	εἰμί	as	1	0.002	transfer	machine
G5213	σύ	as	1	0.002	transfer	machine
G5368	φιλέω	as	1	0.002	transfer	machine
G1097	γινώσκω	as	1	0.002	transfer	machine
G1399	δούλη	as	1	0.002	transfer	machine
G5433	φρυάσσω	as	1	0.002	transfer	machine
G2258	εἰμί	as	1	0.002	transfer	machine
G4592	σημεῖον	as	1	0.002	transfer	machine
G2799	κλαίω	as	1	0.002	transfer	machine
G3415	μιμνῄσκομαι	as	1	0.002	transfer	machine
G1911	ἐπιβάλλω	as	1	0.002	transfer	machine
G2066	ἐσθής	as	1	0.002	transfer	machine
G4655	σκότος	as	1	0.002	transfer	machine
G5023	οὗτος	as	1	0.002	transfer	machine
G5097	τιμωρέω	as	1	0.002	transfer	machine
G3762	οὐδείς	as	1	0.002	transfer	machine
G3756	οὐ	as	1	0.002	transfer	machine
G1299	διατάσσω	as	1	0.002	transfer	machine
G2556	κακός	as	1	0.002	transfer	machine
G4914	συνήθεια	as	1	0.002	transfer	machine
G1100	γλῶσσα	as	1	0.002	transfer	machine
G1124	γραφή	as	1	0.002	transfer	machine
G1188	δεξιός	as	1	0.002	transfer	machine
G1696	ἐμμένω	as	1	0.002	transfer	machine
G0860	ἁφή	as	1	0.002	transfer	machine
G3326	μετά	as	1	0.002	transfer	machine
G1535	εἴτε	as	1	0.002	transfer	machine
G1093	γῆ	as	1	0.002	transfer	machine
G0235	ἀλλά	as	1	0.002	transfer	machine
G4334	προσέρχομαι	as	1	0.002	transfer	machine
G4172	πόλις	as	1	0.002	transfer	machine
G2513	καθαρός	as	1	0.002	transfer	machine
G0373	ἀναπαύω	as	1	0.002	transfer	machine
G3708	ὁράω	as	1	0.002	transfer	machine
G0575	ἀπό	as	1	0.002	transfer	machine
G1411	δύναμις	as	1	0.002	transfer	machine
G2588	καρδία	as	1	0.002	transfer	machine
G0318	ἀνάγκη	as	1	0.002	transfer	machine
G3551	νόμος	as	1	0.002	transfer	machine
G1271	διάνοια	as	1	0.002	transfer	machine
G1860	ἐπαγγελία	as	1	0.002	transfer	machine
G0391	ἀναστροφή	as	1	0.002	transfer	machine
G3772	οὐρανός	as	1	0.002	transfer	machine
G2398	ἴδιος	as	1	0.002	transfer	machine
G3754	ὅτι	as	1	0.002	transfer	machine
G0987	βλασφημέω	as	1	0.002	transfer	machine
G0649	ἀποστέλλω	as	1	0.002	transfer	machine
G5443	φυλή	as	1	0.002	transfer	machine
G3592	ὅδε	as	1	0.002	transfer	machine
G1186	δένδρον	as	1	0.002	transfer	machine
G4077	πηγή	as	1	0.002	transfer	machine
G1117	γόμος	as	1	0.002	transfer	machine
G1039	βύσσινος	as	1	0.002	transfer	machine
G4440	πυλών	as	1	0.002	transfer	machine
G2007	ἐπιτίθημι	as	1	0.002	transfer	machine
G0760	Ἀσάφ	asa	2	1.000	transfer	machine
G0768	Ἀσήρ	aser	2	1.000	transfer	machine
G0773	Ἀσία	asia	17	0.944	transfer	machine
G0774	Ἀσιανός	asia	1	0.056	transfer	machine
G0106	ἄζυμος	asmos	1	1.000	transfer	machine
G2397	εἰδέα	aspecto	1	0.500	transfer	machine
G2258	εἰμί	aspecto	1	0.500	transfer	machine
G4472	ῥαντίζω	aspergiu	1	1.000	transfer	machine
G4473	ῥαντισμός	aspersão	1	1.000	transfer	machine
G0785	ἀσπίς	aspides	1	1.000	transfer	machine
G3702	ὀπτός	assado	1	1.000	transfer	machine
G3982	πείθω	asseguraremos	1	1.000	transfer	machine
G1577	ἐκκλησία	assembléa	1	1.000	transfer	machine
G2523	καθίζω	assenta	1	0.500	transfer	machine
G2521	κάθημαι	assenta	1	0.500	transfer	machine
G2521	κάθημαι	assenta-te	6	0.667	transfer	machine
G0377	ἀναπίπτω	assenta-te	2	0.222	transfer	machine
G2476	ἵστημι	assenta-te	1	0.111	transfer	machine
G2521	κάθημαι	assentada	3	0.750	transfer	machine
G3588	ὁ	assentada	1	0.250	transfer	machine
G2521	κάθημαι	assentadas	1	1.000	transfer	machine
G2521	κάθημαι	assentado	33	0.805	transfer	machine
G2523	καθίζω	assentado	3	0.073	transfer	machine
G1910	ἐπιβαίνω	assentado	1	0.024	transfer	machine
G3588	ὁ	assentado	1	0.024	transfer	machine
G4775	συνκάθημαι	assentado	1	0.024	transfer	machine
G2516	καθέζομαι	assentado	1	0.024	transfer	machine
G2621	κατάκειμαι	assentado	1	0.024	transfer	machine
G2521	κάθημαι	assentados	9	0.900	transfer	machine
G2516	καθέζομαι	assentados	1	0.100	transfer	machine
G2523	καθίζω	assentae-vos	2	1.000	transfer	machine
G2523	καθίζω	assentando-nos	1	1.000	transfer	machine
G2523	καθίζω	assentando-se	3	0.500	transfer	machine
G1519	εἰς	assentando-se	1	0.167	transfer	machine
G3869	παρακαθέζομαι	assentando-se	1	0.167	transfer	machine
G4776	συγκαθίζω	assentando-se	1	0.167	transfer	machine
G2523	καθίζω	assentando-te	1	1.000	transfer	machine
G2362	θρόνος	assentar	1	0.143	transfer	machine
G0347	ἀνακλίνω	assentar	1	0.143	transfer	machine
G2625	κατακλίνω	assentar	1	0.143	transfer	machine
G0848	ἑαυτοῦ	assentar	1	0.143	transfer	machine
G0377	ἀναπίπτω	assentar	1	0.143	transfer	machine
G2523	καθίζω	assentar	1	0.143	transfer	machine
G4776	συγκαθίζω	assentar	1	0.143	transfer	machine
G2523	καθίζω	assentar-se	1	1.000	transfer	machine
G0347	ἀνακλίνω	assentar-se-hão	2	1.000	transfer	machine
G2523	καθίζω	assentaram-se	2	1.000	transfer	machine
G2523	καθίζω	assentareis	1	1.000	transfer	machine
G2523	καθίζω	assentará	1	1.000	transfer	machine
G0347	ἀνακλίνω	assentasse	1	1.000	transfer	machine
G2250	ἡμέρα	assentava	1	0.500	transfer	machine
G2521	κάθημαι	assentava	1	0.500	transfer	machine
G2523	καθίζω	assente	1	1.000	transfer	machine
G2523	καθίζω	assentei	1	1.000	transfer	machine
G3450	ἐγώ	assentem	1	1.000	transfer	machine
G2523	καθίζω	assentemos	1	1.000	transfer	machine
G2625	κατακλίνω	assentes	1	1.000	transfer	machine
G3850	παραβολή	assentos	1	1.000	transfer	machine
G2521	κάθημαι	assentou	2	1.000	transfer	machine
G2523	καθίζω	assentou-se	4	0.800	transfer	machine
G0339	ἀνακαθίζω	assentou-se	1	0.200	transfer	machine
G5021	τάσσω	assignalado	1	1.000	transfer	machine
G4972	σφραγίζω	assignalados	4	1.000	transfer	machine
G1978	ἐπίσημος	assignalam	1	1.000	transfer	machine
G3779	οὕτως	assim	116	0.560	transfer	machine
G2531	καθώς	assim	13	0.063	transfer	machine
G2532	καί	assim	12	0.058	transfer	machine
G5620	ὥστε	assim	7	0.034	transfer	machine
G3588	ὁ	assim	7	0.034	transfer	machine
G5613	ὡς	assim	5	0.024	transfer	machine
G5618	ὥσπερ	assim	5	0.024	transfer	machine
G3767	οὖν	assim	5	0.024	transfer	machine
G1096	γίνομαι	assim	3	0.014	transfer	machine
G2509	καθάπερ	assim	3	0.014	transfer	machine
G4160	ποιέω	assim	2	0.010	transfer	machine
G2596	κατά	assim	2	0.010	transfer	machine
G0846	αὐτός	assim	2	0.010	transfer	machine
G0235	ἀλλά	assim	2	0.010	transfer	machine
G0686	ἄρα	assim	2	0.010	transfer	machine
G0737	ἄρτι	assim	1	0.005	transfer	machine
G5023	οὗτος	assim	1	0.005	transfer	machine
G3870	παρακαλέω	assim	1	0.005	transfer	machine
G5213	σύ	assim	1	0.005	transfer	machine
G2147	εὑρίσκω	assim	1	0.005	transfer	machine
G2071	εἰμί	assim	1	0.005	transfer	machine
G3772	οὐρανός	assim	1	0.005	transfer	machine
G4137	πληρόω	assim	1	0.005	transfer	machine
G2254	ἐγώ	assim	1	0.005	transfer	machine
G5037	τέ	assim	1	0.005	transfer	machine
G3303	μέν	assim	1	0.005	transfer	machine
G4043	περιπατέω	assim	1	0.005	transfer	machine
G1535	εἴτε	assim	1	0.005	transfer	machine
G2784	κηρύσσω	assim	1	0.005	transfer	machine
G5409	φορέω	assim	1	0.005	transfer	machine
G3450	ἐγώ	assim	1	0.005	transfer	machine
G3063	λοιπὸν	assim	1	0.005	transfer	machine
G5615	ὡσαύτως	assim	1	0.005	transfer	machine
G5124	οὗτος	assim	1	0.005	transfer	machine
G2076	εἰμί	assim	1	0.005	transfer	machine
G2504	κἀγώ	assim	1	0.005	transfer	machine
G3666	ὁμοιόω	assimilhal-o-hei	1	1.000	transfer	machine
G3666	ὁμοιόω	assimilharei	1	1.000	transfer	machine
G3936	παρίστημι	assistiu-me	1	1.000	transfer	machine
G4874	συναναμίγνυμι	associeis	2	1.000	transfer	machine
G2049	ἐρημόω	assolada	2	1.000	transfer	machine
G1438	ἑαυτοῦ	assolado	1	1.000	transfer	machine
G4199	πορθέω	assolava	2	0.667	transfer	machine
G3075	λυμαίνω	assolava	1	0.333	transfer	machine
G1630	ἔκφοβος	assombrado	1	1.000	transfer	machine
G1630	ἔκφοβος	assombrados	1	1.000	transfer	machine
G1839	ἐξίστημι	assombraram-se	1	1.000	transfer	machine
G1611	ἔκστασις	assombro	2	1.000	transfer	machine
G0789	Ἆσσος	asson	2	1.000	transfer	machine
G4154	πνέω	assopra	2	1.000	transfer	machine
G4154	πνέω	assopraram	2	1.000	transfer	machine
G4154	πνέω	assoprava	1	1.000	transfer	machine
G1720	ἐμφυσάω	assoprou	1	1.000	transfer	machine
G0354	ἀνάλημψις	assumpção	1	1.000	transfer	machine
G5015	ταράσσω	assustaram-se	1	1.000	transfer	machine
G1568	ἐκθαμβέω	assusteis	1	1.000	transfer	machine
G3834	πανουργία	astucia	2	0.500	transfer	machine
G2686	κατασοφίζομαι	astucia	1	0.250	transfer	machine
G4680	σοφός	astucia	1	0.250	transfer	machine
G3180	μεθοδία	astutas	1	1.000	transfer	machine
G0799	Ἀσύγκριτος	asyncrito	1	1.000	transfer	machine
G1210	δέω	atae-o	1	1.000	transfer	machine
G1195	δεσμεύω	atam	1	1.000	transfer	machine
G4385	προτείνω	atando	1	1.000	transfer	machine
G1210	δέω	atar	1	1.000	transfer	machine
G5392	φιμόω	atarás	1	1.000	transfer	machine
G2885	κοσμέω	ataviada	1	1.000	transfer	machine
G2885	κοσμέω	ataviem	1	1.000	transfer	machine
G1719	ἔμφοβος	atemorisados	2	1.000	transfer	machine
G1168	δειλιάω	atemorize	1	1.000	transfer	machine
G0116	Ἀθῆναι	athenas	1	0.500	transfer	machine
G2641	καταλίπω	athenas	1	0.500	transfer	machine
G0117	Ἀθηναῖος	athenienses	2	1.000	transfer	machine
G0906	βάλλω	atira-o	2	0.667	transfer	machine
G1581	ἐκκόπτω	atira-o	1	0.333	transfer	machine
G0906	βάλλω	atirarem	1	1.000	transfer	machine
G0906	βάλλω	atire	1	1.000	transfer	machine
G0928	βασανίζω	atormentado	3	0.600	transfer	machine
G3600	ὀδυνάω	atormentado	2	0.400	transfer	machine
G0930	βασανιστής	atormentadores	1	1.000	transfer	machine
G2532	καί	atormentados	1	0.333	transfer	machine
G3791	ὀχλέω	atormentados	1	0.333	transfer	machine
G0928	βασανίζω	atormentados	1	0.333	transfer	machine
G0928	βασανίζω	atormentassem	1	1.000	transfer	machine
G3361	μή	atormentes	1	1.000	transfer	machine
G2611	καταδέω	atou-lhe	1	1.000	transfer	machine
G1330	διέρχομαι	atravessado	1	1.000	transfer	machine
G3694	ὀπίσω	atraz	3	1.000	transfer	machine
G0662	ἀποτολμάω	atreve	1	1.000	transfer	machine
G2963	κυριότης	atrevidos	1	1.000	transfer	machine
G2346	θλίβω	atribulados	1	1.000	transfer	machine
G2346	θλίβω	atribulam	1	1.000	transfer	machine
G0833	αὐλή	atrio	2	1.000	transfer	machine
G1519	εἰς	attalia	1	1.000	transfer	machine
G3539	νοέω	attenda	1	1.000	transfer	machine
G0991	βλέπω	attendei	1	1.000	transfer	machine
G1983	ἐπισκοπέω	attendendo	1	1.000	transfer	machine
G0846	αὐτός	attendiam-n’o	1	1.000	transfer	machine
G4337	προσέχω	attenta	1	0.500	transfer	machine
G0991	βλέπω	attenta	1	0.500	transfer	machine
G4648	σκοπέω	attentando	1	1.000	transfer	machine
G1914	ἐπιβλέπω	attentardes	1	1.000	transfer	machine
G0991	βλέπω	attentas	1	0.500	transfer	machine
G4337	προσέχω	attentas	1	0.500	transfer	machine
G4648	σκοπέω	attente	1	1.000	transfer	machine
G0272	ἀμελέω	attentei	1	1.000	transfer	machine
G4337	προσέχω	attentos	1	1.000	transfer	machine
G1896	ἐφοράω	attentou	1	0.500	transfer	machine
G1914	ἐπιβλέπω	attentou	1	0.500	transfer	machine
G4936	συντρέχω	attonito	1	0.500	transfer	machine
G1096	γίνομαι	attonito	1	0.500	transfer	machine
G1769	ἐνέος	attonitos	1	0.500	transfer	machine
G1839	ἐξίστημι	attonitos	1	0.500	transfer	machine
G1670	ἑλκύω	attrahirei	1	1.000	transfer	machine
G2346	θλίβω	attribulados	2	1.000	transfer	machine
G2193	ἕως	até	103	0.490	transfer	machine
G0891	ἄχρι	até	34	0.162	transfer	machine
G2532	καί	até	24	0.114	transfer	machine
G1519	εἰς	até	10	0.048	transfer	machine
G3360	μέχρι	até	10	0.048	transfer	machine
G3588	ὁ	até	3	0.014	transfer	machine
G2250	ἡμέρα	até	2	0.010	transfer	machine
G1161	δέ	até	1	0.005	transfer	machine
G4521	σάββατον	até	1	0.005	transfer	machine
G0188	ἀκμήν	até	1	0.005	transfer	machine
G1691	ἐγώ	até	1	0.005	transfer	machine
G0575	ἀπό	até	1	0.005	transfer	machine
G0571	ἄπιστος	até	1	0.005	transfer	machine
G5209	σύ	até	1	0.005	transfer	machine
G3739	ὅς	até	1	0.005	transfer	machine
G2089	ἔτι	até	1	0.005	transfer	machine
G1410	δύναμαι	até	1	0.005	transfer	machine
G4009	πέρας	até	1	0.005	transfer	machine
G3165	ἐγώ	até	1	0.005	transfer	machine
G1909	ἐπί	até	1	0.005	transfer	machine
G0846	αὐτός	até	1	0.005	transfer	machine
G4314	πρός	até	1	0.005	transfer	machine
G5315	ἐσθίω	até	1	0.005	transfer	machine
G5037	τέ	até	1	0.005	transfer	machine
G5353	φθόγγος	até	1	0.005	transfer	machine
G0139	αἵρεσις	até	1	0.005	transfer	machine
G2605	καταγγέλλω	até	1	0.005	transfer	machine
G1063	γάρ	até	1	0.005	transfer	machine
G3847	παράβασις	até	1	0.005	transfer	machine
G1448	ἐγγίζω	até	1	0.005	transfer	machine
G3874	παράκλησις	até	1	0.005	transfer	machine
G0747	ἀρχηγός	auctor	1	1.000	transfer	machine
G1849	ἐξουσία	auctoridade	17	0.680	transfer	machine
G0846	αὐτός	auctoridade	2	0.080	transfer	machine
G5026	οὗτος	auctoridade	2	0.080	transfer	machine
G2715	κατεξουσιάζω	auctoridade	1	0.040	transfer	machine
G2046	λέγω	auctoridade	1	0.040	transfer	machine
G2003	ἐπιταγή	auctoridade	1	0.040	transfer	machine
G3588	ὁ	auctoridade	1	0.040	transfer	machine
G1411	δύναμις	auctoridades	1	1.000	transfer	machine
G4232	πραιτώριον	audiencia	5	1.000	transfer	machine
G0837	αὐξάνω	augmentará	1	1.000	transfer	machine
G4121	πλεονάζω	augmente	1	1.000	transfer	machine
G0838	αὔξησις	augmento	1	1.000	transfer	machine
G4575	σεβαστός	augusta	1	1.000	transfer	machine
G0828	Αὔγουστος	augusto	1	1.000	transfer	machine
G0666	ἀπουσία	ausencia	1	1.000	transfer	machine
G1831	ἐξέρχομαι	ausenta-te	1	1.000	transfer	machine
G0548	ἄπειμι	ausente	4	1.000	transfer	machine
G0548	ἄπειμι	ausentes	1	1.000	transfer	machine
G0565	ἀπέρχομαι	ausentou-se	1	0.500	transfer	machine
G0868	ἀφίστημι	ausentou-se	1	0.500	transfer	machine
G0482	ἀντιλαμβάνω	auxiliou	1	1.000	transfer	machine
G5091	τιμάω	avaliado	1	1.000	transfer	machine
G3450	ἐγώ	avançada	1	1.000	transfer	machine
G4260	προβαίνω	avançados	1	1.000	transfer	machine
G4123	πλεονέκτης	avarento	2	1.000	transfer	machine
G5366	φιλάργυρος	avarentos	2	0.500	transfer	machine
G4123	πλεονέκτης	avarentos	2	0.500	transfer	machine
G4124	πλεονεξία	avareza	7	0.875	transfer	machine
G0866	ἀφιλάργυρος	avareza	1	0.125	transfer	machine
G5438	φυλακή	ave	1	1.000	transfer	machine
G1577	ἐκκλησία	averiguar-se-ha	1	1.000	transfer	machine
G4071	πετεινόν	aves	12	0.750	transfer	machine
G3732	ὄρνεον	aves	2	0.125	transfer	machine
G2062	ἑρπετόν	aves	1	0.062	transfer	machine
G4421	πτηνός	aves	1	0.062	transfer	machine
G2039	ἐργασία	avidez	1	1.000	transfer	machine
G4183	πολλός	aviltado	1	1.000	transfer	machine
G5537	χρηματίζω	avisado	1	1.000	transfer	machine
G4808	συκῆ	avistando	1	1.000	transfer	machine
G3125	μάμμη	avó	1	1.000	transfer	machine
G4420	πτέρυξ	azas	5	1.000	transfer	machine
G1637	ἔλαιον	azeite	8	0.889	transfer	machine
G0218	ἀλείφω	azeite	1	0.111	transfer	machine
G0107	Ἀζώρ	azor	2	1.000	transfer	machine
G0108	Ἄζωτος	azoto	1	1.000	transfer	machine
G3146	μαστιγόω	açoita	1	1.000	transfer	machine
G0928	βασανίζω	açoitado	1	0.500	transfer	machine
G4463	ῥαβδίζω	açoitado	1	0.500	transfer	machine
G4463	ῥαβδίζω	açoital-os	1	1.000	transfer	machine
G5417	φραγελλόω	açoitar	1	1.000	transfer	machine
G1194	δέρω	açoitaram-nos	1	1.000	transfer	machine
G3146	μαστιγόω	açoitareis	1	1.000	transfer	machine
G3146	μαστιγόω	açoitarão	2	1.000	transfer	machine
G1194	δέρω	açoitava	1	1.000	transfer	machine
G3148	μάστιξ	açoite	2	0.667	transfer	machine
G5416	φραγέλλιον	açoite	1	0.333	transfer	machine
G3146	μαστιγόω	açoitem	1	1.000	transfer	machine
G4127	πληγή	açoites	4	0.444	transfer	machine
G3148	μάστιξ	açoites	2	0.222	transfer	machine
G1194	δέρω	açoites	1	0.111	transfer	machine
G1722	ἐν	açoites	1	0.111	transfer	machine
